datum,tijd,irradiantie
"2016-05-26 13:35,""561"""
"2016-05-26 13:40,""988"""
"2016-05-26 13:45,""1006"""
"2016-05-26 13:50,""1023"""
"2016-05-26 13:55,""974"""
"2016-05-26 14:00,""565"""
"2016-05-26 14:05,""254"""
"2016-05-26 14:10,""264"""
"2016-05-26 14:15,""662"""
"2016-05-26 14:20,""858"""
"2016-05-26 14:25,""936"""
"2016-05-26 14:30,""893"""
"2016-05-26 14:35,""353"""
"2016-05-26 14:40,""951"""
"2016-05-26 14:45,""882"""
"2016-05-26 14:50,""849"""
"2016-05-26 14:55,""650"""
"2016-05-26 15:00,""963"""
"2016-05-26 15:05,""792"""
"2016-05-26 15:10,""802"""
"2016-05-26 15:15,""860"""
"2016-05-26 15:20,""670"""
"2016-05-26 15:25,""789"""
"2016-05-26 15:30,""885"""
"2016-05-26 15:35,""895"""
"2016-05-26 15:40,""663"""
"2016-05-26 15:45,""534"""
"2016-05-26 15:50,""841"""
"2016-05-26 15:55,""615"""
"2016-05-26 16:00,""840"""
"2016-05-26 16:05,""730"""
"2016-05-26 16:10,""775"""
"2016-05-26 16:15,""725"""
"2016-05-26 16:20,""626"""
"2016-05-26 16:25,""529"""
"2016-05-26 16:30,""376"""
"2016-05-26 16:35,""273"""
"2016-05-26 16:40,""665"""
"2016-05-26 16:45,""529"""
"2016-05-26 16:50,""623"""
"2016-05-26 16:55,""548"""
"2016-05-26 17:00,""370"""
"2016-05-26 17:05,""662"""
"2016-05-26 17:10,""521"""
"2016-05-26 17:15,""600"""
"2016-05-26 17:20,""478"""
"2016-05-26 17:25,""354"""
"2016-05-26 17:30,""534"""
"2016-05-26 17:35,""573"""
"2016-05-26 17:40,""380"""
"2016-05-26 17:45,""431"""
"2016-05-26 17:50,""359"""
"2016-05-26 17:55,""418"""
"2016-05-26 18:00,""265"""
"2016-05-26 18:05,""450"""
"2016-05-26 18:10,""397"""
"2016-05-26 18:15,""317"""
"2016-05-26 18:20,""363"""
"2016-05-26 18:25,""323"""
"2016-05-26 18:30,""327"""
"2016-05-26 18:35,""262"""
"2016-05-26 18:40,""320"""
"2016-05-26 18:45,""256"""
"2016-05-26 18:50,""227"""
"2016-05-26 18:55,""257"""
"2016-05-26 19:00,""291"""
"2016-05-26 19:05,""255"""
"2016-05-26 19:10,""207"""
"2016-05-26 19:15,""145"""
"2016-05-26 19:20,""163"""
"2016-05-26 19:25,""198"""
"2016-05-26 19:30,""175"""
"2016-05-26 19:35,""115"""
"2016-05-26 19:40,""112"""
"2016-05-26 19:45,""105"""
"2016-05-26 19:50,""100"""
"2016-05-26 19:55,""100"""
"2016-05-26 20:00,""105"""
"2016-05-26 20:05,""94"""
"2016-05-26 20:10,""85"""
"2016-05-26 20:15,""75"""
"2016-05-26 20:20,""72"""
"2016-05-26 20:25,""58"""
"2016-05-26 20:30,""53"""
"2016-05-26 20:35,""43"""
"2016-05-26 20:40,""35"""
"2016-05-26 20:45,""29"""
"2016-05-26 20:50,""25"""
"2016-05-26 20:55,""25"""
"2016-05-26 21:00,""18"""
"2016-05-26 21:05,""13"""
"2016-05-26 21:10,""10"""
"2016-05-26 21:15,""8"""
"2016-05-26 21:20,""9"""
"2016-05-26 21:25,""6"""
"2016-05-26 21:30,""0"""
"2016-05-26 21:35,""0"""
"2016-05-26 21:40,""0"""
"2016-05-26 21:45,""0"""
"2016-05-26 21:50,""0"""
"2016-05-26 21:55,""0"""
"2016-05-26 22:00,""0"""
"2016-05-26 22:05,""0"""
"2016-05-26 22:10,""0"""
"2016-05-26 22:15,""0"""
"2016-05-26 22:20,""0"""
"2016-05-26 22:25,""0"""
"2016-05-26 22:30,""0"""
"2016-05-26 22:35,""0"""
"2016-05-26 22:40,""0"""
"2016-05-26 22:45,""0"""
"2016-05-26 22:50,""0"""
"2016-05-26 22:55,""0"""
"2016-05-26 23:00,""0"""
"2016-05-26 23:05,""0"""
"2016-05-26 23:10,""0"""
"2016-05-26 23:15,""0"""
"2016-05-26 23:20,""0"""
"2016-05-26 23:25,""0"""
"2016-05-26 23:30,""0"""
"2016-05-26 23:35,""0"""
"2016-05-26 23:40,""0"""
"2016-05-26 23:45,""0"""
"2016-05-26 23:50,""0"""
"2016-05-26 23:55,""0"""
